Title:,"Time Series, Area-Averaged of Total Surface Mass Concentration - PM2.5, time average hourly 0.5 x 0.625 (hourly)"
User Start Date:,2018-01-01T00:00:00Z
User End Date:,2025-01-31T23:59:59Z
User Bounding Box:,"90.1,23.5,90.8,24.1"
Data Bounding Box:,"90.625,23.5,90.625,24"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2018-01-01T00:00:00Z&endtime=2025-01-31T23:59:59Z&bbox=90.1,23.5,90.8,24.1&data=M2T1NXAER_5_12_4_TOTSMASS25%2CM2T1NXAER_5_12_4_TOTEXTTAU%2CM2T1NXAER_5_12_4_TOTCMASS25&dataKeyword=AOD&portal=GIOVANNI&format=json"
Fill Value (mean_M2T1NXAER_5_12_4_TOTSMASS25):, 999999986991104

time, mean_M2T1NXAER_5_12_4_TOTSMASS25
2019-07-04 07:30:00,1.66103812e-08
2019-07-04 08:30:00,1.59141958e-08
2019-07-04 09:30:00,1.63159231e-08
2019-07-04 10:30:00,1.77136461e-08
2019-07-04 11:30:00,1.96835118e-08
2019-07-04 12:30:00,2.19193828e-08
2019-07-04 13:30:00,2.44364732e-08
2019-07-04 14:30:00,2.58324275e-08
2019-07-04 15:30:00,2.52320091e-08
2019-07-04 16:30:00,2.49502739e-08
2019-07-04 17:30:00,2.54298533e-08
2019-07-04 18:30:00,2.64557631e-08
2019-07-04 19:30:00,2.75943569e-08
2019-07-04 20:30:00,2.85324931e-08
2019-07-04 21:30:00,2.92299719e-08
2019-07-04 22:30:00,2.95105253e-08
2019-07-04 23:30:00,2.93608525e-08
2019-07-05 00:30:00,2.87763709e-08
2019-07-05 01:30:00,2.68166864e-08
2019-07-05 02:30:00,2.24593658e-08
2019-07-05 03:30:00,1.83778674e-08
2019-07-05 04:30:00,1.49631222e-08
2019-07-05 05:30:00,1.32447776e-08
2019-07-05 06:30:00,1.27458697e-08
2019-07-05 07:30:00,1.26992389e-08
2019-07-05 08:30:00,1.4064789e-08
2019-07-05 09:30:00,2.1505552e-08
2019-07-05 10:30:00,2.4294427e-08
2019-07-05 11:30:00,2.70354602e-08
2019-07-05 12:30:00,2.90949064e-08
2019-07-05 13:30:00,3.07389664e-08
2019-07-05 14:30:00,3.19990666e-08
2019-07-05 15:30:00,3.20948028e-08
2019-07-05 16:30:00,3.13209525e-08
2019-07-05 17:30:00,3.00677754e-08
2019-07-05 18:30:00,2.76528905e-08
2019-07-05 19:30:00,2.3086159e-08
2019-07-05 20:30:00,1.87272917e-08
2019-07-05 21:30:00,1.67429025e-08
2019-07-05 22:30:00,1.44454449e-08
2019-07-05 23:30:00,1.2371931e-08
2019-07-06 00:30:00,1.21068599e-08
2019-07-06 01:30:00,1.4753648e-08
2019-07-06 02:30:00,1.94987923e-08
2019-07-06 03:30:00,2.15398051e-08
2019-07-06 04:30:00,2.40937183e-08
2019-07-06 05:30:00,3.10511996e-08
2019-07-06 06:30:00,3.66977228e-08
2019-07-06 07:30:00,4.20640203e-08
2019-07-06 08:30:00,4.63062626e-08
2019-07-06 09:30:00,4.99164886e-08
2019-07-06 10:30:00,5.38129574e-08
2019-07-06 11:30:00,5.69151429e-08
2019-07-06 12:30:00,5.17856451e-08
2019-07-06 13:30:00,4.38364337e-08
2019-07-06 14:30:00,3.77678478e-08
2019-07-06 15:30:00,3.18034852e-08
2019-07-06 16:30:00,2.71466075e-08
2019-07-06 17:30:00,2.37392761e-08
2019-07-06 18:30:00,2.14176405e-08
2019-07-06 19:30:00,2.01188614e-08
2019-07-06 20:30:00,1.92637706e-08
2019-07-06 21:30:00,1.75170115e-08
2019-07-06 22:30:00,1.51741162e-08
2019-07-06 23:30:00,1.33049089e-08
2019-07-07 00:30:00,1.2233903e-08
2019-07-07 01:30:00,1.14334798e-08
2019-07-07 02:30:00,1.17704457e-08
2019-07-07 03:30:00,1.3087435e-08
2019-07-07 04:30:00,1.5406172e-08
2019-07-07 05:30:00,1.77773939e-08
2019-07-07 06:30:00,1.94363438e-08
2019-07-07 07:30:00,2.04306359e-08
2019-07-07 08:30:00,2.09564416e-08
2019-07-07 09:30:00,2.05824248e-08
2019-07-07 10:30:00,2.05927571e-08
2019-07-07 11:30:00,2.08147745e-08
2019-07-07 12:30:00,2.12125617e-08
2019-07-07 13:30:00,2.2214725e-08
2019-07-07 14:30:00,2.26425675e-08
2019-07-07 15:30:00,2.30422677e-08
2019-07-07 16:30:00,2.38538861e-08
2019-07-07 17:30:00,2.48133298e-08
2019-07-07 18:30:00,2.5715513e-08
2019-07-07 19:30:00,2.67585534e-08
2019-07-07 20:30:00,2.89982946e-08
2019-07-07 21:30:00,3.00385012e-08
2019-07-07 22:30:00,3.00478717e-08
2019-07-07 23:30:00,3.08655005e-08
2019-07-08 00:30:00,3.13772648e-08
2019-07-08 01:30:00,2.9727211e-08
2019-07-08 02:30:00,2.6307951e-08
2019-07-08 03:30:00,2.57525828e-08
2019-07-08 04:30:00,2.55630355e-08
2019-07-08 05:30:00,2.33861631e-08
2019-07-08 06:30:00,2.71690149e-08
2019-07-08 07:30:00,2.77477433e-08
2019-07-08 08:30:00,2.71046978e-08
2019-07-08 09:30:00,2.57224249e-08
2019-07-08 10:30:00,2.38463219e-08
2019-07-08 11:30:00,2.23033911e-08
2019-07-08 12:30:00,2.20424303e-08
2019-07-08 13:30:00,2.19313072e-08
2019-07-08 14:30:00,2.20128312e-08
2019-07-08 15:30:00,2.2948344e-08
2019-07-08 16:30:00,2.41071797e-08
2019-07-08 17:30:00,2.50352983e-08
2019-07-08 18:30:00,2.57087698e-08
2019-07-08 19:30:00,2.53446504e-08
2019-07-08 20:30:00,2.44755472e-08
2019-07-08 21:30:00,2.32464704e-08
2019-07-08 22:30:00,2.16418989e-08
2019-07-08 23:30:00,1.96263412e-08
2019-07-09 00:30:00,1.76155205e-08
2019-07-09 01:30:00,1.58675665e-08
2019-07-09 02:30:00,1.52394564e-08
2019-07-09 03:30:00,1.87549349e-08
2019-07-09 04:30:00,2.61695684e-08
2019-07-09 05:30:00,3.52805401e-08
2019-07-09 06:30:00,4.5672178e-08
2019-07-09 07:30:00,5.63998581e-08
2019-07-09 08:30:00,7.0871312e-08
2019-07-09 09:30:00,6.77701347e-08
2019-07-09 10:30:00,5.63779268e-08
2019-07-09 11:30:00,4.39673594e-08
2019-07-09 12:30:00,3.53883405e-08
2019-07-09 13:30:00,3.03786268e-08
2019-07-09 14:30:00,2.78283446e-08
2019-07-09 15:30:00,2.63703365e-08
2019-07-09 16:30:00,2.52764356e-08
2019-07-09 17:30:00,2.43393292e-08
2019-07-09 18:30:00,2.33322855e-08
2019-07-09 19:30:00,2.20822309e-08
2019-07-09 20:30:00,2.1581529e-08
2019-07-09 21:30:00,2.17574996e-08
2019-07-09 22:30:00,2.2549429e-08
2019-07-09 23:30:00,2.38099793e-08
2019-07-10 00:30:00,2.51913527e-08
2019-07-10 01:30:00,2.56647228e-08
2019-07-10 02:30:00,2.34265683e-08
2019-07-10 03:30:00,1.90263313e-08
2019-07-10 04:30:00,1.6025916e-08
2019-07-10 05:30:00,1.52662685e-08
2019-07-10 06:30:00,1.55703153e-08
2019-07-10 07:30:00,1.55512116e-08
2019-07-10 08:30:00,1.72867727e-08
2019-07-10 09:30:00,2.25516055e-08
2019-07-10 10:30:00,2.49843937e-08
2019-07-10 11:30:00,2.29606068e-08
2019-07-10 12:30:00,2.15607371e-08
2019-07-10 13:30:00,2.10594294e-08
2019-07-10 14:30:00,2.11795389e-08
2019-07-10 15:30:00,2.1909414e-08
2019-07-10 16:30:00,2.28790243e-08
2019-07-10 17:30:00,2.34269006e-08
2019-07-10 18:30:00,2.28078112e-08
2019-07-10 19:30:00,2.12488265e-08
2019-07-10 20:30:00,1.99759467e-08
2019-07-10 21:30:00,1.92065321e-08
2019-07-10 22:30:00,1.94251442e-08
2019-07-10 23:30:00,2.04191173e-08
2019-07-11 00:30:00,2.21275738e-08
2019-07-11 01:30:00,2.42857755e-08
2019-07-11 02:30:00,2.68433006e-08
2019-07-11 03:30:00,2.87949487e-08
2019-07-11 04:30:00,2.93385771e-08
2019-07-11 05:30:00,3.16821622e-08
2019-07-11 06:30:00,3.99052254e-08
2019-07-11 07:30:00,4.93193075e-08
2019-07-11 08:30:00,5.41190963e-08
2019-07-11 09:30:00,5.35484885e-08
2019-07-11 10:30:00,4.79682485e-08
2019-07-11 11:30:00,4.03892379e-08
2019-07-11 12:30:00,3.28122147e-08
2019-07-11 13:30:00,2.65928385e-08
2019-07-11 14:30:00,2.209612e-08
2019-07-11 15:30:00,1.9942957e-08
2019-07-11 16:30:00,1.98392567e-08
2019-07-11 17:30:00,2.09429271e-08
2019-07-11 18:30:00,2.23016006e-08
2019-07-11 19:30:00,2.36057319e-08
2019-07-11 20:30:00,2.46499361e-08
2019-07-11 21:30:00,2.51381096e-08
2019-07-11 22:30:00,2.49419579e-08
2019-07-11 23:30:00,2.44390958e-08
2019-07-12 00:30:00,2.39901566e-08
2019-07-12 01:30:00,2.36849824e-08
2019-07-12 02:30:00,2.33852187e-08
2019-07-12 03:30:00,2.40816776e-08
2019-07-12 04:30:00,2.30877697e-08
2019-07-12 05:30:00,2.37655051e-08
2019-07-12 06:30:00,2.55896924e-08
2019-07-12 07:30:00,2.63151482e-08
2019-07-12 08:30:00,2.64545751e-08
2019-07-12 09:30:00,2.73121734e-08
2019-07-12 10:30:00,2.92450344e-08
2019-07-12 11:30:00,3.20826664e-08
2019-07-12 12:30:00,3.53683711e-08
2019-07-12 13:30:00,3.71048401e-08
2019-07-12 14:30:00,3.53299579e-08
2019-07-12 15:30:00,3.22800702e-08
2019-07-12 16:30:00,2.98723471e-08
2019-07-12 17:30:00,2.8242819e-08
2019-07-12 18:30:00,2.74376171e-08
2019-07-12 19:30:00,2.67852698e-08
2019-07-12 20:30:00,2.61044705e-08
2019-07-12 21:30:00,2.59630384e-08
2019-07-12 22:30:00,2.63377881e-08
2019-07-12 23:30:00,2.65209628e-08
2019-07-13 00:30:00,2.68145967e-08
2019-07-13 01:30:00,2.83571017e-08
2019-07-13 02:30:00,3.03429144e-08
2019-07-13 03:30:00,3.15809069e-08
2019-07-13 04:30:00,3.16886485e-08
2019-07-13 05:30:00,2.99486828e-08
2019-07-13 06:30:00,2.71241369e-08
2019-07-13 07:30:00,2.38531738e-08
2019-07-13 08:30:00,2.16789429e-08
2019-07-13 09:30:00,2.01787566e-08
2019-07-13 10:30:00,1.92099211e-08
2019-07-13 11:30:00,2.77929572e-08
2019-07-13 12:30:00,3.08069334e-08
2019-07-13 13:30:00,3.96140054e-08
2019-07-13 14:30:00,3.57509396e-08
2019-07-13 15:30:00,3.37710088e-08
2019-07-13 16:30:00,3.31002731e-08
2019-07-13 17:30:00,3.05764129e-08
2019-07-13 18:30:00,2.81173887e-08
2019-07-13 19:30:00,2.62835836e-08
2019-07-13 20:30:00,2.53039192e-08
2019-07-13 21:30:00,2.39680907e-08
2019-07-13 22:30:00,2.38009093e-08
2019-07-13 23:30:00,2.44189182e-08
2019-07-14 00:30:00,2.45021665e-08
2019-07-14 01:30:00,2.55148501e-08
2019-07-14 02:30:00,2.89541548e-08
2019-07-14 03:30:00,3.25631507e-08
2019-07-14 04:30:00,3.4744748e-08
2019-07-14 05:30:00,3.57635178e-08
2019-07-14 06:30:00,3.56911569e-08
2019-07-14 07:30:00,3.50410382e-08
2019-07-14 08:30:00,3.41486891e-08
2019-07-14 09:30:00,3.38165552e-08
2019-07-14 10:30:00,3.46363686e-08
2019-07-14 11:30:00,3.64519178e-08
2019-07-14 12:30:00,3.88167448e-08
2019-07-14 13:30:00,4.10154137e-08
2019-07-14 14:30:00,4.25826634e-08
2019-07-14 15:30:00,4.33669875e-08
2019-07-14 16:30:00,4.35469852e-08
2019-07-14 17:30:00,4.35783121e-08
2019-07-14 18:30:00,4.36121537e-08
2019-07-14 19:30:00,4.34386013e-08
2019-07-14 20:30:00,4.32485763e-08
2019-07-14 21:30:00,4.31380721e-08
2019-07-14 22:30:00,4.28243391e-08
2019-07-14 23:30:00,4.20963859e-08
2019-07-15 00:30:00,4.07658793e-08
2019-07-15 01:30:00,3.80490692e-08
2019-07-15 02:30:00,3.31483004e-08
2019-07-15 03:30:00,2.76953e-08
2019-07-15 04:30:00,2.44975683e-08
2019-07-15 05:30:00,2.50849686e-08
2019-07-15 06:30:00,2.98336631e-08
2019-07-15 07:30:00,3.00511329e-08
2019-07-15 08:30:00,2.90825929e-08
2019-07-15 09:30:00,2.8985268e-08
2019-07-15 10:30:00,2.89464635e-08
2019-07-15 11:30:00,2.9258655e-08
2019-07-15 12:30:00,2.940639e-08
2019-07-15 13:30:00,2.94017656e-08
2019-07-15 14:30:00,2.93760745e-08
2019-07-15 15:30:00,2.96057901e-08
2019-07-15 16:30:00,2.92147648e-08
2019-07-15 17:30:00,2.74406178e-08
2019-07-15 18:30:00,2.54276377e-08
2019-07-15 19:30:00,2.37957935e-08
2019-07-15 20:30:00,2.2766424e-08
2019-07-15 21:30:00,2.25301211e-08
2019-07-15 22:30:00,2.30065113e-08
2019-07-15 23:30:00,2.38390745e-08
2019-07-16 00:30:00,2.50035129e-08
2019-07-16 01:30:00,2.81466259e-08
2019-07-16 02:30:00,3.50859749e-08
2019-07-16 03:30:00,8.3099003e-08
2019-07-16 04:30:00,8.18084401e-08
2019-07-16 05:30:00,7.65587019e-08
2019-07-16 06:30:00,7.28427391e-08
2019-07-16 07:30:00,6.88356482e-08
2019-07-16 08:30:00,6.60837947e-08
2019-07-16 09:30:00,6.44595394e-08
2019-07-16 10:30:00,6.3761968e-08
2019-07-16 11:30:00,6.35758128e-08
2019-07-16 12:30:00,6.39828879e-08
2019-07-16 13:30:00,6.45913018e-08
2019-07-16 14:30:00,6.48791581e-08
2019-07-16 15:30:00,6.46848101e-08
2019-07-16 16:30:00,6.3762772e-08
2019-07-16 17:30:00,6.1317934e-08
2019-07-16 18:30:00,5.71873287e-08
2019-07-16 19:30:00,5.33995759e-08
2019-07-16 20:30:00,5.00614345e-08
2019-07-16 21:30:00,4.66938252e-08
2019-07-16 22:30:00,4.3495627e-08
2019-07-16 23:30:00,4.08256927e-08
2019-07-17 00:30:00,3.89144801e-08
2019-07-17 01:30:00,3.99737111e-08
2019-07-17 02:30:00,4.11975653e-08
2019-07-17 03:30:00,4.06195441e-08
2019-07-17 04:30:00,3.95708675e-08
2019-07-17 05:30:00,3.82885061e-08
2019-07-17 06:30:00,5.77140959e-08
2019-07-17 07:30:00,5.26426369e-08
2019-07-17 08:30:00,4.78711434e-08
2019-07-17 09:30:00,5.01911245e-08
2019-07-17 10:30:00,4.87974331e-08
2019-07-17 11:30:00,4.70228065e-08
2019-07-17 12:30:00,4.7078393e-08
2019-07-17 13:30:00,4.85378057e-08
2019-07-17 14:30:00,5.0116793e-08
2019-07-17 15:30:00,5.1583808e-08
2019-07-17 16:30:00,5.27084938e-08
2019-07-17 17:30:00,5.33433816e-08
2019-07-17 18:30:00,5.32801214e-08
2019-07-17 19:30:00,5.28276539e-08
2019-07-17 20:30:00,5.23606114e-08
2019-07-17 21:30:00,5.16816924e-08
2019-07-17 22:30:00,5.01980477e-08
2019-07-17 23:30:00,4.79081093e-08
2019-07-18 00:30:00,4.42769812e-08
2019-07-18 01:30:00,3.99076298e-08
2019-07-18 02:30:00,4.13486701e-08
2019-07-18 03:30:00,4.38520981e-08
2019-07-18 04:30:00,4.45241742e-08
2019-07-18 05:30:00,4.41426886e-08
2019-07-18 06:30:00,6.34988136e-08
2019-07-18 07:30:00,6.18299238e-08
2019-07-18 08:30:00,6.05146552e-08
2019-07-18 09:30:00,5.9385201e-08
2019-07-18 10:30:00,5.78706416e-08
2019-07-18 11:30:00,5.63500712e-08
2019-07-18 12:30:00,5.5132188e-08
2019-07-18 13:30:00,5.34346637e-08
2019-07-18 14:30:00,5.08382285e-08
2019-07-18 15:30:00,4.80435133e-08
2019-07-18 16:30:00,4.55823328e-08
2019-07-18 17:30:00,4.3538906e-08
2019-07-18 18:30:00,4.19194228e-08
2019-07-18 19:30:00,4.07462095e-08
2019-07-18 20:30:00,3.86214145e-08
2019-07-18 21:30:00,3.60779439e-08
2019-07-18 22:30:00,3.41882035e-08
2019-07-18 23:30:00,3.23749639e-08
2019-07-19 00:30:00,3.0581756e-08
2019-07-19 01:30:00,2.7188786e-08
2019-07-19 02:30:00,2.46356663e-08
2019-07-19 03:30:00,2.42162245e-08
2019-07-19 04:30:00,2.37758494e-08
2019-07-19 05:30:00,2.32141484e-08
2019-07-19 06:30:00,2.33186567e-08
2019-07-19 07:30:00,2.2381955e-08
2019-07-19 08:30:00,2.13099868e-08
2019-07-19 09:30:00,2.72706115e-08
2019-07-19 10:30:00,2.62996527e-08
2019-07-19 11:30:00,2.55530473e-08
2019-07-19 12:30:00,2.51461776e-08
2019-07-19 13:30:00,2.48962633e-08
2019-07-19 14:30:00,2.39817687e-08
2019-07-19 15:30:00,2.25210611e-08
2019-07-19 16:30:00,2.10619915e-08
2019-07-19 17:30:00,1.98522198e-08
2019-07-19 18:30:00,1.85776808e-08
2019-07-19 19:30:00,1.72482142e-08
2019-07-19 20:30:00,1.64082896e-08
2019-07-19 21:30:00,1.6244666e-08
2019-07-19 22:30:00,1.65812894e-08
2019-07-19 23:30:00,1.72635257e-08
2019-07-20 00:30:00,1.78579469e-08
2019-07-20 01:30:00,1.65652143e-08
2019-07-20 02:30:00,1.50717942e-08
2019-07-20 03:30:00,1.46601496e-08
2019-07-20 04:30:00,1.45427456e-08
2019-07-20 05:30:00,1.39631455e-08
2019-07-20 06:30:00,2.93880285e-08
2019-07-20 07:30:00,2.63713251e-08
2019-07-20 08:30:00,2.43113127e-08
2019-07-20 09:30:00,2.30641004e-08
2019-07-20 10:30:00,2.2458764e-08
2019-07-20 11:30:00,2.20094135e-08
2019-07-20 12:30:00,2.31522867e-08
2019-07-20 13:30:00,2.5129367e-08
2019-07-20 14:30:00,2.67247824e-08
2019-07-20 15:30:00,2.76514944e-08
2019-07-20 16:30:00,2.77898076e-08
2019-07-20 17:30:00,2.65619445e-08
2019-07-20 18:30:00,2.51252551e-08
2019-07-20 19:30:00,2.39967989e-08
2019-07-20 20:30:00,2.33128114e-08
2019-07-20 21:30:00,2.29777679e-08
2019-07-20 22:30:00,2.29905915e-08
2019-07-20 23:30:00,2.34714584e-08
2019-07-21 00:30:00,2.42119746e-08
2019-07-21 01:30:00,2.40166995e-08
2019-07-21 02:30:00,2.26933575e-08
2019-07-21 03:30:00,2.58879299e-08
2019-07-21 04:30:00,2.53059869e-08
2019-07-21 05:30:00,2.45313758e-08
2019-07-21 06:30:00,2.34266619e-08
2019-07-21 07:30:00,2.15597077e-08
2019-07-21 08:30:00,1.91230847e-08
2019-07-21 09:30:00,3.53182799e-08
2019-07-21 10:30:00,3.43016408e-08
2019-07-21 11:30:00,3.15324647e-08
2019-07-21 12:30:00,3.03926173e-08
2019-07-21 13:30:00,2.95445912e-08
2019-07-21 14:30:00,2.86374462e-08
2019-07-21 15:30:00,2.77979095e-08
2019-07-21 16:30:00,2.6915997e-08
2019-07-21 17:30:00,2.46333764e-08
2019-07-21 18:30:00,2.15641168e-08
2019-07-21 19:30:00,1.91330129e-08
2019-07-21 20:30:00,1.69540644e-08
2019-07-21 21:30:00,1.49627256e-08
2019-07-21 22:30:00,1.34924154e-08
2019-07-21 23:30:00,1.27579945e-08
2019-07-22 00:30:00,1.24005675e-08
2019-07-22 01:30:00,1.24086217e-08
2019-07-22 02:30:00,1.12163998e-08
2019-07-22 03:30:00,9.12419756e-09
2019-07-22 04:30:00,7.69058974e-09
2019-07-22 05:30:00,6.80568379e-09
2019-07-22 06:30:00,6.50244645e-09
2019-07-22 07:30:00,5.38422978e-09
2019-07-22 08:30:00,4.52607109e-09
2019-07-22 09:30:00,4.10543703e-09
2019-07-22 10:30:00,4.66080585e-09
2019-07-22 11:30:00,5.74893951e-09
2019-07-22 12:30:00,6.79713737e-09
2019-07-22 13:30:00,8.23982057e-09
2019-07-22 14:30:00,9.23039101e-09
2019-07-22 15:30:00,9.73684494e-09
2019-07-22 16:30:00,1.01029284e-08
2019-07-22 17:30:00,1.01858968e-08
2019-07-22 18:30:00,1.00161e-08
2019-07-22 19:30:00,9.74569119e-09
2019-07-22 20:30:00,9.48038539e-09
2019-07-22 21:30:00,9.42029954e-09
2019-07-22 22:30:00,9.64275054e-09
2019-07-22 23:30:00,9.90759303e-09
2019-07-23 00:30:00,9.99182622e-09
2019-07-23 01:30:00,9.32395893e-09
2019-07-23 02:30:00,7.55499954e-09
2019-07-23 03:30:00,6.22580771e-09
2019-07-23 04:30:00,5.70185275e-09
2019-07-23 05:30:00,5.40044833e-09
2019-07-23 06:30:00,8.23971851e-09
2019-07-23 07:30:00,8.6524126e-09
2019-07-23 08:30:00,9.18188438e-09
2019-07-23 09:30:00,9.82041852e-09
2019-07-23 10:30:00,1.0820581e-08
2019-07-23 11:30:00,1.20003704e-08
2019-07-23 12:30:00,1.3394836e-08
2019-07-23 13:30:00,1.45518595e-08
2019-07-23 14:30:00,1.52756905e-08
2019-07-23 15:30:00,1.5550607e-08
2019-07-23 16:30:00,1.54275552e-08
2019-07-23 17:30:00,1.46872753e-08
2019-07-23 18:30:00,1.37007358e-08
2019-07-23 19:30:00,1.28456733e-08
2019-07-23 20:30:00,1.21488583e-08
2019-07-23 21:30:00,1.17675013e-08
2019-07-23 22:30:00,1.16308204e-08
2019-07-23 23:30:00,1.16749639e-08
2019-07-24 00:30:00,1.18145567e-08
2019-07-24 01:30:00,1.15124407e-08
2019-07-24 02:30:00,9.61480258e-09
2019-07-24 03:30:00,7.62988449e-09
2019-07-24 04:30:00,6.27724477e-09
2019-07-24 05:30:00,5.40433056e-09
2019-07-24 06:30:00,5.54364413e-09
2019-07-24 07:30:00,5.96114741e-09
2019-07-24 08:30:00,6.71210321e-09
2019-07-24 09:30:00,7.87042047e-09
2019-07-24 10:30:00,1.00104662e-08
2019-07-24 11:30:00,1.24538445e-08
2019-07-24 12:30:00,1.47432126e-08
2019-07-24 13:30:00,1.655741e-08
2019-07-24 14:30:00,1.76468204e-08
2019-07-24 15:30:00,1.79499957e-08
2019-07-24 16:30:00,1.77588286e-08
2019-07-24 17:30:00,1.74125307e-08
2019-07-24 18:30:00,1.69990029e-08
2019-07-24 19:30:00,1.63360709e-08
2019-07-24 20:30:00,1.54438244e-08
2019-07-24 21:30:00,1.48143189e-08
2019-07-24 22:30:00,1.47843925e-08
2019-07-24 23:30:00,1.51754192e-08
2019-07-25 00:30:00,1.56087838e-08
2019-07-25 01:30:00,1.37481358e-08
2019-07-25 02:30:00,1.08586931e-08
2019-07-25 03:30:00,9.31947818e-09
2019-07-25 04:30:00,8.30424727e-09
2019-07-25 05:30:00,7.63741544e-09
2019-07-25 06:30:00,6.82750544e-09
2019-07-25 07:30:00,6.40912005e-09
2019-07-25 08:30:00,6.26584259e-09
2019-07-25 09:30:00,6.16078356e-09
2019-07-25 10:30:00,6.35519508e-09
2019-07-25 11:30:00,6.74405515e-09
2019-07-25 12:30:00,7.46445198e-09
2019-07-25 13:30:00,9.13380257e-09
2019-07-25 14:30:00,1.14852686e-08
2019-07-25 15:30:00,1.44445063e-08
2019-07-25 16:30:00,1.74765398e-08
2019-07-25 17:30:00,1.98142508e-08
2019-07-25 18:30:00,2.08719876e-08
2019-07-25 19:30:00,2.09181462e-08
2019-07-25 20:30:00,2.02077005e-08
2019-07-25 21:30:00,1.87687603e-08
2019-07-25 22:30:00,1.70994674e-08
2019-07-25 23:30:00,1.56823415e-08
2019-07-26 00:30:00,1.48013441e-08
2019-07-26 01:30:00,1.39710436e-08
2019-07-26 02:30:00,1.23919339e-08
2019-07-26 03:30:00,1.11616174e-08
2019-07-26 04:30:00,1.08241016e-08
2019-07-26 05:30:00,1.13423252e-08
2019-07-26 06:30:00,1.27570919e-08
2019-07-26 07:30:00,1.35909511e-08
2019-07-26 08:30:00,1.32908599e-08
2019-07-26 09:30:00,1.23851814e-08
2019-07-26 10:30:00,1.12519312e-08
2019-07-26 11:30:00,1.06378453e-08
2019-07-26 12:30:00,1.0979274e-08
2019-07-26 13:30:00,1.45879591e-08
2019-07-26 14:30:00,1.81671511e-08
2019-07-26 15:30:00,1.85122409e-08
2019-07-26 16:30:00,1.70870139e-08
2019-07-26 17:30:00,1.52033925e-08
2019-07-26 18:30:00,1.40241789e-08
2019-07-26 19:30:00,1.36518778e-08
2019-07-26 20:30:00,1.39849625e-08
2019-07-26 21:30:00,1.46645468e-08
2019-07-26 22:30:00,1.50306925e-08
2019-07-26 23:30:00,1.51880409e-08
2019-07-27 00:30:00,1.555315e-08
2019-07-27 01:30:00,1.49378015e-08
2019-07-27 02:30:00,1.34132989e-08
2019-07-27 03:30:00,1.2001448e-08
2019-07-27 04:30:00,1.22786418e-08
2019-07-27 05:30:00,1.33026759e-08
2019-07-27 06:30:00,1.40817212e-08
2019-07-27 07:30:00,1.84754475e-08
2019-07-27 08:30:00,2.61067081e-08
2019-07-27 09:30:00,3.81524904e-08
2019-07-27 10:30:00,4.59376198e-08
2019-07-27 11:30:00,3.60050109e-08
2019-07-27 12:30:00,2.65036667e-08
2019-07-27 13:30:00,2.27608331e-08
2019-07-27 14:30:00,2.09497989e-08
2019-07-27 15:30:00,2.00975841e-08
2019-07-27 16:30:00,1.94774058e-08
2019-07-27 17:30:00,1.83891521e-08
2019-07-27 18:30:00,1.68601253e-08
2019-07-27 19:30:00,1.53860947e-08
2019-07-27 20:30:00,1.44914321e-08
2019-07-27 21:30:00,1.33034229e-08
2019-07-27 22:30:00,1.1960817e-08
2019-07-27 23:30:00,1.11492226e-08
2019-07-28 00:30:00,1.09231054e-08
2019-07-28 01:30:00,9.21484091e-09
2019-07-28 02:30:00,8.29743534e-09
2019-07-28 03:30:00,9.50175805e-09
2019-07-28 04:30:00,9.60039551e-09
2019-07-28 05:30:00,9.83720791e-09
2019-07-28 06:30:00,9.60776949e-09
2019-07-28 07:30:00,9.25263825e-09
2019-07-28 08:30:00,8.95978711e-09
2019-07-28 09:30:00,1.18877418e-08
2019-07-28 10:30:00,1.17252737e-08
2019-07-28 11:30:00,1.27348548e-08
2019-07-28 12:30:00,1.46661546e-08
2019-07-28 13:30:00,1.70716744e-08
2019-07-28 14:30:00,1.9524451e-08
2019-07-28 15:30:00,2.16693638e-08
2019-07-28 16:30:00,2.31202118e-08
2019-07-28 17:30:00,2.31623994e-08
2019-07-28 18:30:00,2.11945745e-08
2019-07-28 19:30:00,1.77852067e-08
2019-07-28 20:30:00,1.4770384e-08
2019-07-28 21:30:00,1.2776825e-08
2019-07-28 22:30:00,1.1446819e-08
2019-07-28 23:30:00,1.04199186e-08
2019-07-29 00:30:00,1.0836094e-08
2019-07-29 01:30:00,1.33106696e-08
2019-07-29 02:30:00,1.72147103e-08
2019-07-29 03:30:00,1.99082438e-08
2019-07-29 04:30:00,2.15213171e-08
2019-07-29 05:30:00,2.23730474e-08
2019-07-29 06:30:00,3.05112782e-08
2019-07-29 07:30:00,3.51554649e-08
2019-07-29 08:30:00,4.16418165e-08
2019-07-29 09:30:00,4.34850022e-08
2019-07-29 10:30:00,4.06006152e-08
2019-07-29 11:30:00,3.82862601e-08
2019-07-29 12:30:00,3.78458117e-08
2019-07-29 13:30:00,3.79919231e-08
2019-07-29 14:30:00,3.83261362e-08
2019-07-29 15:30:00,3.6618767e-08
2019-07-29 16:30:00,3.29833667e-08
2019-07-29 17:30:00,2.76107921e-08
2019-07-29 18:30:00,2.10708818e-08
2019-07-29 19:30:00,1.76800147e-08
2019-07-29 20:30:00,1.56199502e-08
2019-07-29 21:30:00,1.46570854e-08
2019-07-29 22:30:00,1.49819908e-08
